,Title,Alternate Title,Short Title
40817,Metal-Refining Furnace Operators and Tenders,Flux Tube Attendant,
40818,Metal-Refining Furnace Operators and Tenders,Foundry Melt Supervisor,
40819,Metal-Refining Furnace Operators and Tenders,Foundry Worker Apprentice,
40820,Metal-Refining Furnace Operators and Tenders,Furnace Charger,
40821,Metal-Refining Furnace Operators and Tenders,Furnace Checker,
40822,Metal-Refining Furnace Operators and Tenders,Furnace Door Tender,
40823,Metal-Refining Furnace Operators and Tenders,Furnace Filler,
40824,Metal-Refining Furnace Operators and Tenders,Furnace Firer,
40825,Metal-Refining Furnace Operators and Tenders,Furnace Hand,
40826,Metal-Refining Furnace Operators and Tenders,Furnace Keeper,
40827,Metal-Refining Furnace Operators and Tenders,Furnace Loader,
40828,Metal-Refining Furnace Operators and Tenders,Furnace Operator,
40829,Metal-Refining Furnace Operators and Tenders,Furnace Puncher,
40830,Metal-Refining Furnace Operators and Tenders,Furnace Roaster,
40831,Metal-Refining Furnace Operators and Tenders,Furnace Tapper,
40832,Metal-Refining Furnace Operators and Tenders,Furnace Tender,
40833,Metal-Refining Furnace Operators and Tenders,Gas Reverser,
40834,Metal-Refining Furnace Operators and Tenders,Gas Tender,
40835,Metal-Refining Furnace Operators and Tenders,Head Charger,
40836,Metal-Refining Furnace Operators and Tenders,Hearth Feeder,
40837,Metal-Refining Furnace Operators and Tenders,Hot Baller,
40838,Metal-Refining Furnace Operators and Tenders,Hot Blast Worker,
40839,Metal-Refining Furnace Operators and Tenders,Hot Car Charger,
40840,Metal-Refining Furnace Operators and Tenders,Hot Iron Worker,
40841,Metal-Refining Furnace Operators and Tenders,Hot Metal Car Operator,
40842,Metal-Refining Furnace Operators and Tenders,Hot Metal Charger,
40843,Metal-Refining Furnace Operators and Tenders,Induction Furnace Operator,
40844,Metal-Refining Furnace Operators and Tenders,Ingot Passer,
40845,Metal-Refining Furnace Operators and Tenders,Iron Caster,
40846,Metal-Refining Furnace Operators and Tenders,Iron Founder,
40847,Metal-Refining Furnace Operators and Tenders,Iron Melter,
40848,Metal-Refining Furnace Operators and Tenders,Kettle Skimmer,
40849,Metal-Refining Furnace Operators and Tenders,Kettle Worker,
40850,Metal-Refining Furnace Operators and Tenders,Kiln Burner,
40851,Metal-Refining Furnace Operators and Tenders,Kiln Firer,
40852,Metal-Refining Furnace Operators and Tenders,Kiln Operator,
40853,Metal-Refining Furnace Operators and Tenders,Kiln Packer,
40854,Metal-Refining Furnace Operators and Tenders,Kiln Tender,
40855,Metal-Refining Furnace Operators and Tenders,Lead Furnace Operator,
40856,Metal-Refining Furnace Operators and Tenders,Lead Refiner,
40857,Metal-Refining Furnace Operators and Tenders,Lead Shop Operator,
40858,Metal-Refining Furnace Operators and Tenders,Leveler,
40859,Metal-Refining Furnace Operators and Tenders,Manganese Heater,
40860,Metal-Refining Furnace Operators and Tenders,Melt Down Furnace Operator,
40861,Metal-Refining Furnace Operators and Tenders,Melt Room Operator,
40862,Metal-Refining Furnace Operators and Tenders,Melt Supervisor,
40863,Metal-Refining Furnace Operators and Tenders,Melter,
40864,Metal-Refining Furnace Operators and Tenders,Melting Furnace Skimmer,
40865,Metal-Refining Furnace Operators and Tenders,Melting Operator,
40866,Metal-Refining Furnace Operators and Tenders,Metal Furnace Operator,
40867,Metal-Refining Furnace Operators and Tenders,Metal Melter,
40868,Metal-Refining Furnace Operators and Tenders,Metal Off Bearer,
40869,Metal-Refining Furnace Operators and Tenders,Metal Reclamation Kettle Tender,
40870,Metal-Refining Furnace Operators and Tenders,Metal Refiner,
40871,Metal-Refining Furnace Operators and Tenders,Metal Roaster,
40872,Metal-Refining Furnace Operators and Tenders,Metal Smelter,
40873,Metal-Refining Furnace Operators and Tenders,Muffle Worker,
40874,Metal-Refining Furnace Operators and Tenders,Muffler Hand,
40875,Metal-Refining Furnace Operators and Tenders,Muffler Tender,
40876,Metal-Refining Furnace Operators and Tenders,Observer,
40877,Metal-Refining Furnace Operators and Tenders,Oil Burner,
40878,Metal-Refining Furnace Operators and Tenders,Oil Burner Journeyman,
40879,Metal-Refining Furnace Operators and Tenders,Open Hearth Furnace Operator,
40880,Metal-Refining Furnace Operators and Tenders,Open Hearth Melter,
40881,Metal-Refining Furnace Operators and Tenders,Open Hearth Worker,
40882,Metal-Refining Furnace Operators and Tenders,Ore Charger,
40883,Metal-Refining Furnace Operators and Tenders,Ore Dryer,
40884,Metal-Refining Furnace Operators and Tenders,Ore Roaster,
40885,Metal-Refining Furnace Operators and Tenders,Ore Smelter,
40886,Metal-Refining Furnace Operators and Tenders,Ore Storage Drier,
40887,Metal-Refining Furnace Operators and Tenders,Oven Heater,
40888,Metal-Refining Furnace Operators and Tenders,Oven Operator,
40889,Metal-Refining Furnace Operators and Tenders,Oven Tender,
40890,Metal-Refining Furnace Operators and Tenders,Oven Worker,
40891,Metal-Refining Furnace Operators and Tenders,Oxygen Furnace Operator,
40892,Metal-Refining Furnace Operators and Tenders,Pig Caster,
40893,Metal-Refining Furnace Operators and Tenders,Pig Casting Machine Operator,
40894,Metal-Refining Furnace Operators and Tenders,Pig Furnace Operator,
40895,Metal-Refining Furnace Operators and Tenders,Pig Machine Operator,
40896,Metal-Refining Furnace Operators and Tenders,Pipe Out Worker,
40897,Metal-Refining Furnace Operators and Tenders,Pipe Recovery Specialist,
40898,Metal-Refining Furnace Operators and Tenders,Plunger,
40899,Metal-Refining Furnace Operators and Tenders,Poler,
40900,Metal-Refining Furnace Operators and Tenders,Pot Feeder,
40901,Metal-Refining Furnace Operators and Tenders,Pot Filler,
40902,Metal-Refining Furnace Operators and Tenders,Pot Operator,
40903,Metal-Refining Furnace Operators and Tenders,Pot Puller,
40904,Metal-Refining Furnace Operators and Tenders,Pot Puncher,
40905,Metal-Refining Furnace Operators and Tenders,Pot Room Tapper,
40906,Metal-Refining Furnace Operators and Tenders,Pot Tender,
40907,Metal-Refining Furnace Operators and Tenders,Production Floater,
40908,Metal-Refining Furnace Operators and Tenders,Puddler,
40909,Metal-Refining Furnace Operators and Tenders,Pull Up Hand,
40910,Metal-Refining Furnace Operators and Tenders,Puller Out,
40911,Metal-Refining Furnace Operators and Tenders,Puncher,
40912,Metal-Refining Furnace Operators and Tenders,Pusher Runner,
40913,Metal-Refining Furnace Operators and Tenders,Pyrometer Operator,
40914,Metal-Refining Furnace Operators and Tenders,Rabbler,
40915,Metal-Refining Furnace Operators and Tenders,Reclamation Furnace Operator,
40916,Metal-Refining Furnace Operators and Tenders,Reduction Furnace Operator,
40917,Metal-Refining Furnace Operators and Tenders,Refiner,
40918,Metal-Refining Furnace Operators and Tenders,Reheat Furnace Operator,
40919,Metal-Refining Furnace Operators and Tenders,Remelt Worker,
40920,Metal-Refining Furnace Operators and Tenders,Remelter,
40921,Metal-Refining Furnace Operators and Tenders,Residue Furnace Operator,
40922,Metal-Refining Furnace Operators and Tenders,Retort Cooler,
40923,Metal-Refining Furnace Operators and Tenders,Retort Fireman,
40924,Metal-Refining Furnace Operators and Tenders,Retort Furnace Operator,
40925,Metal-Refining Furnace Operators and Tenders,Retort Loader,
40926,Metal-Refining Furnace Operators and Tenders,Retort Pre-Cooker,
40927,Metal-Refining Furnace Operators and Tenders,Reverberatory Furnace Operator,
40928,Metal-Refining Furnace Operators and Tenders,Roaster,
40929,Metal-Refining Furnace Operators and Tenders,Rodman,
40930,Metal-Refining Furnace Operators and Tenders,Ross Furnace Operator,
40931,Metal-Refining Furnace Operators and Tenders,Rotary Furnace Operator,
40932,Metal-Refining Furnace Operators and Tenders,Rotary Kiln Operator,
40933,Metal-Refining Furnace Operators and Tenders,Scrap Charger,
40934,Metal-Refining Furnace Operators and Tenders,Scrap Kettle Tender,
40935,Metal-Refining Furnace Operators and Tenders,Scruff Worker,
40936,Metal-Refining Furnace Operators and Tenders,Shove Up,
40937,Metal-Refining Furnace Operators and Tenders,Sinter Machine Operator,
40938,Metal-Refining Furnace Operators and Tenders,Skimmer,
40939,Metal-Refining Furnace Operators and Tenders,Slag Skimmer,
40940,Metal-Refining Furnace Operators and Tenders,Slagger,
40941,Metal-Refining Furnace Operators and Tenders,Smelter,
40942,Metal-Refining Furnace Operators and Tenders,Smelter Charger,
40943,Metal-Refining Furnace Operators and Tenders,Smelter Operator,
40944,Metal-Refining Furnace Operators and Tenders,Steel Melter,
40945,Metal-Refining Furnace Operators and Tenders,Stirrer,
40946,Metal-Refining Furnace Operators and Tenders,Stove Tender,
40947,Metal-Refining Furnace Operators and Tenders,Tin Recovery Worker,
40948,Metal-Refining Furnace Operators and Tenders,Topper,
40949,Metal-Refining Furnace Operators and Tenders,Utility Person,
40950,Metal-Refining Furnace Operators and Tenders,Vessel Operator,
40951,Metal-Refining Furnace Operators and Tenders,Zinc Furnace Charger,
40952,Metal-Refining Furnace Operators and Tenders,Zinc Skimmer,
40953,"Pourers and Casters, Metal",Aluminum Pourer,
40954,"Pourers and Casters, Metal",Billet Header,
40955,"Pourers and Casters, Metal",Brass Pourer,
40956,"Pourers and Casters, Metal",Buggy Ladle Tender,
40957,"Pourers and Casters, Metal",Bull Ladle Tender,
40958,"Pourers and Casters, Metal",Busher,
40959,"Pourers and Casters, Metal",Caster,
40960,"Pourers and Casters, Metal",Caster Operator,
40961,"Pourers and Casters, Metal",Casting Machine Operator,
40962,"Pourers and Casters, Metal",Die Cast Operator (DCO),DCO
40963,"Pourers and Casters, Metal",Direct Chill Caster (DC Caster),DC Caster
40964,"Pourers and Casters, Metal",Furnace Operator,
40965,"Pourers and Casters, Metal",General Foundry Worker,
40966,"Pourers and Casters, Metal",Header,
40967,"Pourers and Casters, Metal",Ingot Caster,
40968,"Pourers and Casters, Metal",Ingot Header,
40969,"Pourers and Casters, Metal",Iron Pourer,
40970,"Pourers and Casters, Metal",Ladle Car Operator,
40971,"Pourers and Casters, Metal",Ladle Filler,
40972,"Pourers and Casters, Metal",Ladle Operator,
40973,"Pourers and Casters, Metal",Ladle Pourer,
40974,"Pourers and Casters, Metal",Ladle Puller,
40975,"Pourers and Casters, Metal",Ladler,
40976,"Pourers and Casters, Metal",Lead Caster,
40977,"Pourers and Casters, Metal",Lead Pourer,
40978,"Pourers and Casters, Metal",Melter,
40979,"Pourers and Casters, Metal",Melter - Caster,
40980,"Pourers and Casters, Metal",Metal Handler,
40981,"Pourers and Casters, Metal",Mold Maker,
40982,"Pourers and Casters, Metal",Molten Iron Pourer,
40983,"Pourers and Casters, Metal",Pourer,
40984,"Pourers and Casters, Metal",Pourer Off,
40985,"Pourers and Casters, Metal",Steel Pourer,
40986,"Pourers and Casters, Metal",Third Steel Pourer,
40987,"Pourers and Casters, Metal",Tin Pourer,
40988,"Pourers and Casters, Metal",White Metal Caster,
40989,"Model Makers, Metal and Plastic",Appliances Sample Maker,
40990,"Model Makers, Metal and Plastic",Catalytic Converter Special Build Prototype,
40991,"Model Makers, Metal and Plastic",Clay Modeler,
40992,"Model Makers, Metal and Plastic",Computer Numerical Control Machinist (CNC Machinist),CNC Machinist
40993,"Model Makers, Metal and Plastic",Computer Numerical Control Operator (CNC Operator),CNC Operator
40994,"Model Makers, Metal and Plastic",Dioramist,
40995,"Model Makers, Metal and Plastic",Display Maker,
40996,"Model Makers, Metal and Plastic",Engineering Model Maker,
40997,"Model Makers, Metal and Plastic",Experimental Mechanic,
40998,"Model Makers, Metal and Plastic",Fabricator,
40999,"Model Makers, Metal and Plastic",Firearms Model Maker,
41000,"Model Makers, Metal and Plastic",Fluorescent Lighting Model Maker,
41001,"Model Makers, Metal and Plastic",Form Builder,
41002,"Model Makers, Metal and Plastic",Injection Mold Technician,
41003,"Model Makers, Metal and Plastic",Injection Mold Tooling Technician,
41004,"Model Makers, Metal and Plastic",Jig and Fixture Builder,
41005,"Model Makers, Metal and Plastic",Liner Man,
41006,"Model Makers, Metal and Plastic",Liner Worker,
41007,"Model Makers, Metal and Plastic",Linesman,
41008,"Model Makers, Metal and Plastic",Machine Tool Builder,
41009,"Model Makers, Metal and Plastic",Mandrel Maker,
41010,"Model Makers, Metal and Plastic",Metal Mockup Maker,
41011,"Model Makers, Metal and Plastic",Metal Model Builder,
41012,"Model Makers, Metal and Plastic",Metal Model Maker,
41013,"Model Makers, Metal and Plastic",Mock Up Builder,
41014,"Model Makers, Metal and Plastic",Mock Up Maker,
41015,"Model Makers, Metal and Plastic",Model Builder,
41016,"Model Makers, Metal and Plastic",Model Maker,
41017,"Model Makers, Metal and Plastic",Model Maker Apprentice,
41018,"Model Makers, Metal and Plastic",Mold Tooling Technician,
41019,"Model Makers, Metal and Plastic",Molding Technician,
